"","No","IDStockSummary","Date","StockCode","StockName","Remarks","Previous","OpenPrice","FirstTrade","High","Low","Close","Change","Volume","Value","Frequency","IndexIndividual","Offer","OfferVolume","Bid","BidVolume","ListedShares","TradebleShares","WeightForIndex","ForeignSell","ForeignBuy","DelistingDate","NonRegularVolume","NonRegularValue","NonRegularFrequency","persen","percentage"
"1",1,2873336,"2021-02-03T00:00:00","AALI","Astra Agro Lestari Tbk.","--M-1M3EM00000D232------------",11150,0,0,11325,11000,11000,-150,2163400,23959382500,2795,893.6,11050,8600,11000,16900,1924688333,1924688333,1924688333,895300,193400,"",254700,2815251000,2,NA,NA
"2",2,2873337,"2021-02-03T00:00:00","ABBA","Mahaka Media Tbk.","--U-2100000000E614-E----------",59,0,0,69,58,62,3,82320300,5284068100,2888,108.8,63,570200,62,7039700,2755125000,2755125000,2755125000,54700,191000,"",0,0,0,NA,NA
"3",3,2873338,"2021-02-03T00:00:00","ABDA","Asuransi Bina Dana Arta Tbk.","--U-2105000000G412------------",5900,0,0,0,0,5900,0,0,0,0,1347,6500,2500,0,0,620806680,620806680,620806680,0,0,"",0,0,0,NA,NA
"4",4,2873339,"2021-02-03T00:00:00","ABMM","ABM Investama Tbk.","--U-1105000000C311------------",710,0,0,715,700,710,0,37100,26352000,29,18.9,715,12700,710,12200,2753165000,2753165000,2753165000,0,0,"",0,0,0,NA,NA
"5",5,2873340,"2021-02-03T00:00:00","ACES","Ace Hardware Indonesia Tbk.","--MO1U7PMN0000E743------------",1615,1635,1625,1690,1625,1650,35,33377000,55478383000,7541,2012.2,1655,20100,1650,466000,1.715e+10,1.715e+10,1.715e+10,16641000,19383600,"",23611634,38562829100,8,NA,NA
"6",6,2873341,"2021-02-03T00:00:00","ACST","Acset Indonusa Tbk.","--U-1105000000J211------------",370,0,0,388,368,384,14,57879600,22015045400,4601,28.4,384,663200,382,796200,6425160000,6425160000,6425160000,8659000,16775500,"",0,0,0,NA,NA
"7",7,2873342,"2021-02-03T00:00:00","ADES","Akasha Wira International Tbk.","--U-2130000000D212------------",1580,0,0,1600,1570,1575,-5,52400,83194000,81,81.8,1585,1300,1575,1000,589896800,589896800,589896800,0,0,"",0,0,0,NA,NA
"8",8,2873343,"2021-02-03T00:00:00","ADHI","Adhi Karya (Persero) Tbk.","--M-1135400000J211------------",1385,0,0,1470,1355,1405,20,24822400,34907142500,6030,1103.4,1405,74200,1390,100,3560849376,3560849376,3560849376,3369800,2679200,"",64095,90446575,6,NA,NA
"9",9,2873344,"2021-02-03T00:00:00","ADMF","Adira Dinamika Multi Finance Tbk.","--U-110F000000G211------------",8400,0,0,8400,8350,8375,-25,186900,1568192500,259,360.2,8375,23600,8350,10700,1e+09,1e+09,1e+09,149800,41100,"",0,0,0,NA,NA
"10",10,2873345,"2021-02-03T00:00:00","ADMG","Polychem Indonesia Tbk","--U-1130000000B111------------",161,0,0,170,162,167,6,1511800,251403300,531,14.9,168,500,167,581700,3889179559,3889179559,3889179559,0,149700,"",0,0,0,NA,NA
"11",11,2873346,"2021-02-03T00:00:00","ADRO","Adaro Energy Tbk.","--MO1XDCU60000A121------------",1200,1200,1200,1210,1155,1170,-30,173080500,203676571000,24227,106.4,1175,1104200,1170,779100,31985962000,31985962000,31985962000,58922100,28815400,"",542651,639369800,8,NA,NA
"12",12,2873347,"2021-02-03T00:00:00","AGAR","Asia Sejahtera Mina Tbk.","--U-2130000000D231------------",416,0,0,410,394,396,-20,5300,2117200,18,360,400,6500,396,100,1e+09,1e+09,1e+09,0,0,"",0,0,0,NA,NA
"13",13,2873348,"2021-02-03T00:00:00","AGII","Aneka Gas Industri Tbk.","--U-1135000000B111------------",1515,0,0,1520,1410,1410,-105,31698100,45060568500,6978,128.2,1410,8792100,0,0,3066660000,3066660000,3066660000,12951700,1509200,"",0,0,0,NA,NA
"14",14,2873349,"2021-02-03T00:00:00","AGRO","Bank Rakyat Indonesia Agroniaga Tbk.","--M-1105000000G111------------",805,0,0,860,755,845,40,204467700,168351675500,19945,1380.5,850,2441700,845,950600,21129857328,21129857328,21129857328,6101200,14720700,"",262000,240728000,2,NA,NA
"15",15,2873350,"2021-02-03T00:00:00","AGRS","Bank IBK Indonesia Tbk.","--U-2105000000G111------------",208,0,0,212,204,212,4,19600,4097000,49,192.7,212,34400,210,900,11154923542,11154923542,11154923542,0,0,"",0,0,0,NA,NA
"16",16,2873351,"2021-02-03T00:00:00","AHAP","Asuransi Harta Aman Pratama Tbk.","--U-2100000000G412------------",59,0,0,59,57,57,-2,32100,1832100,24,214.9,59,110200,57,18900,2.94e+09,2.94e+09,2.94e+09,0,0,"",0,0,0,NA,NA
"17",17,2873352,"2021-02-03T00:00:00","AIMS","Akbar Indo Makmur Stimec Tbk","--U-2130000000A121------------",130,0,0,160,129,129,-1,55900,7438700,52,103.2,129,17800,126,100,2.2e+08,2.2e+08,2.2e+08,0,0,"",0,0,0,NA,NA
"18",18,2873353,"2021-02-03T00:00:00","AISA","Tiga Pilar Sejahtera Food Tbk.","--U-1105000000D222-E----------",272,0,0,276,254,254,-18,162708600,42386316000,9208,30.9,256,460300,254,304100,9311800000,9311800000,9311800000,52236500,12511600,"",24200,6388800,4,NA,NA
"19",19,2873354,"2021-02-03T00:00:00","AKKU","Anugerah Kagum Karya Utama Tbk.","--U-2130000000E512------------",50,0,0,50,50,50,0,2400,120000,4,75.9,50,4407900,0,0,6449463636,6449463636,6449463636,0,0,"",0,0,0,NA,NA
"20",20,2873355,"2021-02-03T00:00:00","AKPI","Argha Karya Prima Industry Tbk.","--U-2130000000B113------------",480,0,0,480,480,480,0,1600,768000,2,63.3,580,600,450,700,6.8e+08,6.8e+08,6.8e+08,0,0,"",0,0,0,NA,NA
"21",21,2873356,"2021-02-03T00:00:00","AKRA","AKR Corporindo Tbk.","--MO1X7XM80000A112------------",3240,3250,3250,3370,3220,3370,130,39506800,130583090000,10362,2685.9,3370,237900,3360,65900,4014694920,4014694920,4014694920,2752600,12801900,"",358400,1189529600,1,NA,NA
"22",22,2873357,"2021-02-03T00:00:00","AKSI","Maming Enam Sembilan Mineral Tbk.","--U-2130000000K211------------",610,0,0,700,570,700,90,1146000,727598500,303,350,700,19000,685,10100,7.2e+08,7.2e+08,7.2e+08,37200,1000,"",0,0,0,NA,NA
"23",23,2873358,"2021-02-03T00:00:00","ALDO","Alkindo Naratama Tbk.","--U-2130000000B131------------",428,0,0,460,428,448,20,18500,8109400,38,328.3,448,33400,430,100,1.1e+09,1.1e+09,1.1e+09,0,0,"",0,0,0,NA,NA
"24",24,2873359,"2021-02-03T00:00:00","ALKA","Alakasa Industrindo Tbk","--U-2130000000B141------------",266,0,0,286,262,262,-4,2700,720400,11,44.1,262,20500,248,100,507665055,507665055,507665055,0,0,"",0,0,0,NA,NA
"25",25,2873360,"2021-02-03T00:00:00","ALMI","Alumindo Light Metal Industry Tbk.","--U-2100000000B141-E----------",266,0,0,266,258,258,-8,43100,11200600,16,39.7,260,100,258,1e+05,6.16e+08,6.16e+08,6.16e+08,0,0,"",0,0,0,NA,NA
"26",26,2873361,"2021-02-03T00:00:00","ALTO","Tri Banyan Tirta Tbk.","--U-1100000000D212------------",308,0,0,328,306,328,20,2200,675800,8,163.9,328,1000,306,1300,2191870558,2191870558,2191870558,0,0,"",0,0,0,NA,NA
"27",27,2873362,"2021-02-03T00:00:00","AMAG","Asuransi Multi Artha Guna Tbk.","--U-2105000000G412------------",224,0,0,232,218,230,6,145400,33281000,62,219,232,10000,230,93200,5001552516,5001552516,5001552516,0,0,"",0,0,0,NA,NA
"28",28,2873363,"2021-02-03T00:00:00","AMAN","Makmur Berkah Amanda Tbk.","--U-1135000000H111------------",324,0,0,324,324,324,0,116000,37584000,20,294.5,326,192000,324,120800,3873500000,3873500000,3873500000,0,0,"",0,0,0,NA,NA
"29",29,2873364,"2021-02-03T00:00:00","AMAR","Bank Amar Indonesia Tbk.","--U-2105000000G111------------",248,0,0,260,248,260,12,2143700,546845000,81,149.4,260,110100,250,65900,7954749000,7954749000,7954749000,1629500,0,"",0,0,0,NA,NA
"30",30,2873365,"2021-02-03T00:00:00","AMFG","Asahimas Flat Glass Tbk.","--U-1105000000C121------------",2850,0,0,3000,2900,3000,150,700,2050000,3,122.4,3050,100,3000,100,4.34e+08,4.34e+08,4.34e+08,0,0,"",0,0,0,NA,NA
"31",31,2873366,"2021-02-03T00:00:00","AMIN","Ateliers Mecaniques D Indonesie Tbk.","--U-2130000000C143------------",270,0,0,270,254,270,0,5400,1452800,7,210.9,270,12100,256,100,1.08e+09,1.08e+09,1.08e+09,0,0,"",0,0,0,NA,NA
"32",32,2873367,"2021-02-03T00:00:00","AMOR","Ashmore Asset Management Indonesia Tbk.","--M-2105000000G311------------",3190,0,0,3240,3200,3240,50,1107600,3561038000,499,170.5,3240,28900,3230,1000,1111111200,1109269200,1111111200,0,0,"",0,0,0,NA,NA
"33",33,2873368,"2021-02-03T00:00:00","AMRT","Sumber Alfaria Trijaya Tbk.","--M-1105000000D113------------",785,0,0,795,780,780,-5,301200,235719000,162,1990.4,785,400,780,576400,41524501700,41524501700,41524501700,130700,206600,"",5911363,5064351268,6,NA,NA
"34",34,2873369,"2021-02-03T00:00:00","ANDI","Andira Agro Tbk.","--U-2130000000D232------------",53,0,0,53,51,52,-1,7531800,391898400,348,130,53,931800,52,338400,9.35e+09,9.35e+09,9.35e+09,800,0,"",0,0,0,NA,NA
"35",35,2873370,"2021-02-03T00:00:00","ANJT","Austindo Nusantara Jaya Tbk.","--U-1135000000D232------------",625,0,0,630,610,630,5,1600,995000,14,52.5,690,1500,630,100,3354175000,3354175000,3354175000,0,0,"",0,0,0,NA,NA
"36",36,2873371,"2021-02-03T00:00:00","ANTM","Aneka Tambang Tbk.","--MO1SDNR00000B146------------",2420,2390,2390,2520,2290,2330,-90,948031000,2281968205000,121025,1536.2,2340,307600,2330,9251100,24030764725,24030764725,24030764725,41046300,65334100,"",1872358,4523518880,10,NA,NA
"37",37,2873372,"2021-02-03T00:00:00","APEX","Apexindo Pratama Duta Tbk.","--U-2105000000A131------------",620,0,0,580,580,580,-40,47500,27550000,43,37.1,580,652500,0,0,2659850000,2659850000,2659850000,0,0,"",0,0,0,NA,NA
"38",38,2873373,"2021-02-03T00:00:00","APIC","Pacific Strategic Financial Tbk.","--M-2815000000G511------------",815,0,0,835,810,835,20,11408400,9418994500,1773,888.1,835,3000,830,70400,11766313488,11766313488,11766313488,100,540700,"",3397400,2773831000,4,NA,NA
"39",39,2873374,"2021-02-03T00:00:00","APII","Arita Prima Indonesia Tbk.","--U-2130000000C143------------",172,0,0,180,169,180,8,95700,16848700,93,81.8,181,12400,172,21100,1075760000,1075760000,1075760000,0,0,"",0,0,0,NA,NA
"40",40,2873375,"2021-02-03T00:00:00","APLI","Asiaplast Industries Tbk.","--U-1130000000B113------------",196,0,0,196,183,193,-3,1000,194100,6,160.8,193,13100,183,19900,1362671400,1362671400,1362671400,0,0,"",0,0,0,NA,NA
"41",41,2873376,"2021-02-03T00:00:00","APLN","Agung Podomoro Land Tbk.","--M-1805000000H111------------",163,0,0,171,162,167,4,64496200,10780465100,2256,45.8,168,385200,167,49700,22699326779,22699326779,22699326779,7308100,13492300,"",0,0,0,NA,NA
"42",42,2873377,"2021-02-03T00:00:00","ARGO","Argo Pantes Tbk","--U-2100000000E413-E----------",1740,0,0,2160,1625,1820,80,17600,32594500,57,45.7,1820,1200,1670,200,335557450,335557450,335557450,0,0,"",0,0,0,NA,NA
"43",43,2873378,"2021-02-03T00:00:00","ARII","Atlas Resources Tbk.","--U-2130000000A121------------",218,0,0,238,210,214,-4,21900,4701400,36,14.3,214,93200,210,2800,3e+09,3e+09,3e+09,0,0,"",0,0,0,NA,NA
"44",44,2873379,"2021-02-03T00:00:00","ARKA","Arkha Jayanti Persada Tbk.","--U-2100000000C143------------",50,0,0,50,50,50,0,3349200,167460000,103,21.2,50,2518500,0,0,2e+09,2e+09,2e+09,0,0,"",0,0,0,NA,NA
"45",45,2873380,"2021-02-03T00:00:00","ARMY","Armidian Karyatama Tbk.","--U-2100000000H111---L---Y----",50,0,0,0,0,50,0,0,0,0,16.7,0,0,0,0,9006250000,9006250000,9006250000,0,0,"",0,0,0,NA,NA
"46",46,2873381,"2021-02-03T00:00:00","ARNA","Arwana Citramulia Tbk.","--M-1135000000C121------------",685,0,0,720,685,700,15,8253700,5804121500,386,4757.7,705,294900,700,20700,7341430976,7341430976,7341430976,261000,6009500,"",1.5e+07,1.05e+10,2,NA,NA
"47",47,2873382,"2021-02-03T00:00:00","ARTA","Arthavest Tbk","--U-2100000000E512------------",250,0,0,290,252,290,40,800,221400,6,168.2,290,2300,260,500,446674175,446674175,446674175,0,0,"",0,0,0,NA,NA
"48",48,2873383,"2021-02-03T00:00:00","ARTI","Ratu Prabu Energi Tbk","--U-1100000000A132-E----------",50,0,0,50,50,50,0,1000,50000,5,12.3,50,270110800,0,0,7.84e+09,7.84e+09,7.84e+09,0,0,"",0,0,0,NA,NA
"49",49,2873384,"2021-02-03T00:00:00","ARTO","Bank Jago Tbk.","--U-2100000000G111------------",7100,0,0,7225,6975,6975,-125,2291500,16244022500,1428,35152.7,6975,46600,6950,42600,10747687500,10747687500,10747687500,658900,254600,"",0,0,0,NA,NA
"50",50,2873385,"2021-02-03T00:00:00","ASBI","Asuransi Bintang Tbk.","--U-2100000000G412------------",292,0,0,296,296,296,4,100,29600,1,224.7,296,2100,294,100,348386472,348386472,348386472,0,0,"",0,0,0,NA,NA
